symbol,name,industry,asof_date,price_asof_date,financial_report_period,financial_announcement_date,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d,momentum_20d_score,momentum_20d_weighted_score,turnover_change_score,turnover_change_weighted_score,pe_percentile_score,pe_percentile_weighted_score,pb_percentile_score,pb_percentile_weighted_score,roe_score,roe_weighted_score,gross_margin_score,gross_margin_weighted_score,revenue_growth_yoy_score,revenue_growth_yoy_weighted_score,net_profit_growth_yoy_score,net_profit_growth_yoy_weighted_score,volatility_60d_score,volatility_60d_weighted_score,composite_score,rank
688111,金山办公,unknown,20260520,2026-05-20,20260331,2026-04-24,0.0042415673601292,-0.0947058678225761,0.0022321428571428,0.0044642857142857,15.7,86.593651,0.2395402490296936,4.449659523721703,0.3949715204293041,-0.08161776112322272,-0.012242664168483408,-0.5015103316527403,-0.040120826532219225,1.4742611146914595,0.17691133376297513,1.1853478717071546,0.11853478717071547,2.904613300076013,0.43569199501140193,2.3218998582324164,0.27862798298788993,0.20735052298114015,0.020735052298114016,1.7819437301107706,0.17819437301107707,-0.09051309279883682,-0.007241047423906946,1.149090986117564,1
603986,兆易创新,unknown,20260520,2026-05-20,20260331,2026-04-30,0.5400637693214112,0.2386156003439312,0.5892857142857143,0.9944196428571428,6.12,57.076718,1.193786758368052,5.227881381914544,0.6705530941082456,3.3428654425094964,0.5014298163764245,1.044204111086014,0.08353632888688113,-0.20154712965073232,-0.02418565555808788,-1.5196940771281517,-0.1519694077128152,0.654098402133184,0.09811476031997761,1.0249931488473956,0.12299917786168746,3.015174720078879,0.3015174720078879,2.107409687986725,0.21074096879867252,-1.6917458072397542,-0.13533966457918034,1.0068437964014478,2
300308,中际旭创,unknown,20260520,2026-05-20,20260331,2026-04-17,0.2200143531100364,-0.0617157112809088,0.9340782122905028,0.9966480446927374,17.54,46.058133,1.921169094232574,2.6228365713294144,0.5657941890971948,1.2974036342145379,0.19461054513218068,-0.34852480175223494,-0.027881984140178794,-1.1857948011838346,-0.14229537614206014,-1.525783160237457,-0.15257831602374572,3.3368625080316288,0.5005293762047442,0.5408616567838688,0.06490339881406425,5.155462060084957,0.5155462060084958,1.017934500852136,0.10179345008521362,-1.083057121732327,-0.08664456973858617,0.9679827302001277,3
002558,巨人网络,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.1351603861725319,0.1119855343366647,0.4938547486033519,0.8035714285714286,6.81,95.377689,2.217004406829204,2.105778080960714,0.49422485058757,-0.9725469661446334,-0.14588204492169501,0.4569814428640658,0.03655851542912526,0.07087093718236954,0.008504512461884346,-0.9982034646694852,-0.09982034646694853,0.81619185511654,0.122428778267481,2.7078504520049127,0.32494205424058953,6.0259431579311915,0.6025943157931192,0.801691619629898,0.0801691619629898,-0.6672123152649035,-0.05337698522119228,0.8761179615453534,4
688256,寒武纪,unknown,20260520,2026-05-20,20260331,2026-04-30,0.522960495428022,0.0031801440233933,0.8828125,0.9665178571428572,8.2,54.330376,1.5955547349373238,1.8503872248538205,0.6825805063266931,3.233557030202846,0.48503355453042685,-0.04758270711452888,-0.0038066165691623107,-1.0394512518218282,-0.12473415021861937,-1.4434527595172357,-0.14434527595172358,1.1427279415612719,0.17140919123419077,0.9043251456349387,0.10851901747619264,4.197357557731993,0.4197357557731993,0.6948827080829892,0.06948827080829893,-1.7616296012000912,-0.14093036809600729,0.8403693789867959,5
002709,天赐材料,unknown,20260520,2026-05-20,20260331,2026-04-28,0.1953833470733716,-0.1657702653526975,0.5212053571428571,0.5027932960893855,8.84,38.65346,0.9129078266885278,10.057510118643863,0.5924980064683053,1.1399848744983632,0.17099773117475447,-0.8310578589424162,-0.0664846287153933,-0.0072043484627593475,-0.0008645218155311216,-0.17633057940678198,-0.0176330579406782,1.2930754921545298,0.19396132382317946,0.21551721484939998,0.025862065781927998,2.188702049645367,0.2188702049645367,4.127244682900651,0.4127244682900651,-1.2382163560898933,-0.09905730848719146,0.8383762770756695,6
600519,贵州茅台,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0655467439811261,0.1120092307424061,0.0837988826815642,0.0011173184357541,10.57,89.759217,0.063360092771233,0.0147141829498314,0.2007231644617925,-0.5276405259941876,-0.07914607889912814,0.45709133040535427,0.036567306432428344,1.2414199878940366,0.1489703985472844,1.1944934223872754,0.11944934223872755,1.6994837148519302,0.2549225572277895,2.460987607776081,0.29531851293312966,-0.3110510650256763,-0.031105106502567634,-0.07282778300720362,-0.007282778300720362,1.038143000383608,0.08305144003068865,0.8207455937076321,7
600221,海航控股,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0,-0.2711730475046784,0.6849162011173184,0.3080357142857143,28.1,11.865639,0.0495465135840258,5.336286241065985,0.3268193235829504,-0.10872596255398163,-0.016308894383097246,-1.3198430655279614,-0.10558744524223691,-0.4745347512963639,-0.05694417015556367,0.35584233610038635,0.03558423361003864,5.817597092820384,0.8726395639230576,-0.9614785382224034,-0.1153774245866884,-0.3516968536251642,-0.03516968536251642,2.1527464913040495,0.21527464913040495,0.3054768338663422,0.024438146709307378,0.8185489736427058,8
002466,天齐锂业,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0226556639159789,-0.2364189613536129,0.9709497206703912,0.6049107142857143,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5095201944970393,0.03606822526323718,0.005410233789485576,-1.1586776500406708,-0.09269421200325366,-1.2910485305393802,-0.15492582366472563,-0.4553652832797619,-0.045536528327976195,0.2288967356116265,0.03433451034174397,1.2701367101297836,0.15241640521557404,2.399014062505955,0.2399014062505955,7.027044800761815,0.7027044800761816,-0.7560840229030926,-0.06048672183224741,0.7811237498453777,9
301308,江波龙,unknown,20260520,2026-05-20,20260331,2026-04-28,0.5424430081938396,0.0215484421705087,0.5588447653429602,0.9783393501805054,39.4,55.527428,1.3279283242027424,-26.440496580336394,0.8818868014624046,3.3580713513468647,0.5037107027020297,0.03759675609467782,0.003007740487574226,-0.11465013134148362,-0.013758015760978034,-1.4757548571158534,-0.14757548571158535,8.472171032982592,1.2708256549473889,0.9569208800997205,0.11483050561196646,3.409879789158332,0.3409879789158332,-11.1368584591407,-1.1136858459140702,-2.9196742255374137,-0.2335739380429931,0.7247692972351658,10
600809,山西汾酒,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0576344086021505,-0.0193195789797471,0.0200892857142857,0.0011173184357541,12.57,75.046836,-0.0968014975921106,-0.1902985253458503,0.2547459764954284,-0.47707214807398945,-0.07156082221109841,-0.15192086149407946,-0.012153668919526357,1.423285958970024,0.17079431507640286,1.1944934223872754,0.11944934223872755,2.1693198104558613,0.3253979715683792,1.8145591448348695,0.21774709738018433,-0.7823187976995561,-0.07823187976995562,-0.15856767424739987,-0.015856767424739987,0.7242501199578353,0.057940009596626825,0.7135255975350004,11
605499,东鹏饮料,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0173448526017279,0.4016612657598994,0.0044642857142857,0.0044642857142857,8.42,46.88969,0.2145548209913255,0.2830719615108246,0.4076834122959218,-0.21957832400277885,-0.03293674860041683,1.800297144174173,0.14402377153393384,1.4678892202262799,0.17614670642715358,1.1853478717071546,0.11853478717071547,1.1944099120777043,0.17916148681165564,0.5773983746243058,0.0692878049549167,0.13383210951624094,0.013383210951624095,0.03940412172962523,0.003940412172962523,-0.16437397125864756,-0.013149917700691805,0.6583915137218531,12
601066,中信建投,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0224358974358973,-0.1886364496629732,0.0033482142857142,0.0279017857142857,4.02,60.636339,0.6226498155531204,0.9902937757158304,0.2010516757184917,0.03466367984312167,0.005199551976468251,-0.937095407418182,-0.07496763259345456,1.47107516745887,0.17652902009506438,1.121305164913985,0.11213051649139849,0.16077050174905652,0.02411557526235848,1.1813947762714854,0.14176737315257823,1.3346318915763056,0.13346318915763056,0.33517662255029135,0.03351766225502913,1.0362342262799313,0.08289873810239451,0.6346539938994675,13
600999,招商证券,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0852959898154042,0.4028740383117091,0.1104910714285714,0.3839285714285714,2.54,54.776452,0.4795847326766156,0.4172841360432298,0.20128714889974,0.4364076347305625,0.06546114520958438,1.8059211445105479,0.14447369156084383,1.165224233130257,0.13982690797563083,0.14846595219869443,0.014846595219869444,-0.18690820899785218,-0.028036231349677827,0.9239247075980881,0.11087096491177056,0.9136698052292781,0.09136698052292781,0.09553399457107896,0.009553399457107897,1.0348660384284913,0.08278928307427931,0.6311527365823363,14
603369,今世缘,unknown,20260520,2026-05-20,20260331,2026-04-29,0.1034063260340631,-0.0192336408929042,0.1395089285714285,0.0167410714285714,8.03,74.400313,-0.1523040779930173,-0.1576146310081551,0.3197715398207559,0.552152264135486,0.0828228396203229,-0.15152234008246718,-0.012121787206597375,1.0823896050829243,0.12988675260995092,1.1518016919583514,0.11518016919583514,1.1027918734349378,0.16541878101524066,1.7861523989012138,0.21433828786814565,-0.9456324558853048,-0.09456324558853048,-0.14489869943546585,-0.014489869943546585,0.34642711139643123,0.0277141689117145,0.6141860964825353,15
300059,东方财富,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0135406218655967,-0.0558725133919795,0.0669642857142857,0.171875,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.3028662721167951,-0.19526517644946792,-0.029289776467420186,-0.32142809112516296,-0.025714247290013037,1.2894761752012558,0.15473714102415068,0.7278999660416574,0.07278999660416574,0.15372296031499771,0.023058444047249656,2.2828620296727515,0.2739434435607302,0.8071395874256405,0.08071395874256405,0.07856054936985818,0.007856054936985818,0.44465308250399077,0.03557224660031926,0.5936672617587322,16
601995,中金公司,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0144670800118098,0.01805013800721,0.0100446428571428,0.0714285714285714,3.35,50.580742,0.5426139123898579,0.7519470039139868,0.173194798944452,-0.016265679413953828,-0.002439851912093074,0.02137404082809706,0.0017099232662477648,1.4519594840633314,0.17423513808759977,1.0023687094409557,0.10023687094409557,0.003375409721739814,0.0005063114582609721,0.7395747804009154,0.08874897364810984,1.0991301178321211,0.10991301178321211,0.23549584440912275,0.023549584440912277,1.1980931699577402,0.09584745359661921,0.5923074153129644,17
300832,新产业,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0855337395621755,0.0925069214927065,0.0714285714285714,0.0122767857142857,4.72,73.479355,0.0034009683846123,0.0102382295104823,0.3772391288258708,0.4379271126684047,0.0656890669002607,0.36665310798951023,0.02933224863916082,1.276732386270897,0.15320788635250765,1.164000302776098,0.1164000302776098,0.3252131352104323,0.04878197028156485,1.7456876050399475,0.2094825126047937,-0.4874778883276323,-0.048747788832763234,-0.07469970482256971,-0.007469970482256972,0.012518779621538141,0.0010015023697230513,0.5676774581106004,18
601059,信达证券,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0260818020154118,0.4223716279135456,0.0174273858921161,0.1609958506224066,1.81,49.715329,0.1300645168920713,1.208739649579825,0.1750813197312982,0.05796495207278042,0.008694742810917063,1.8963374804637323,0.1517069984370986,1.4308846414152214,0.17170615696982655,0.7576271201215851,0.0757627120121585,-0.35839838389328693,-0.05375975758399304,0.7015505071443063,0.08418606085731675,-0.11477652352400158,-0.011477652352400159,0.4265344979848018,0.04265344979848018,1.1871317738090623,0.09497054190472498,0.5644432528541294,19
000568,泸州老窖,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0889328063241107,0.1155413722102551,0.1553072625698324,0.0011173184357541,7.32,85.817777,-0.1418913447396839,-0.1925478672546567,0.2318816608460029,-0.677102749469663,-0.10156541242044945,0.4734709596884082,0.03787767677507266,1.0372915430832825,0.1244749851699939,1.1944934223872754,0.11944934223872755,0.9360000594955425,0.14040000892433138,2.2878097244018663,0.27453716692822394,-0.9149934919482967,-0.09149934919482967,-0.15950838827545383,-0.015950838827545385,0.8571004035323687,0.0685680322825895,0.5562916118761144,20
688008,澜起科技,unknown,20260520,2026-05-20,20260331,2026-04-28,0.7064597426714418,0.1616577935695786,0.9486607142857144,0.9720982142857144,5.39,69.78822,0.1951456338601906,0.6130464033993444,0.7416085818204917,4.406315620205702,0.6609473430308553,0.6873270276297737,0.0549861622103819,-1.2274221385446218,-0.14729065662535462,-1.4587010230394193,-0.14587010230394193,0.48260822723774915,0.07239123408566236,1.5835075524326565,0.19002090629191878,0.07672151519969962,0.007672151519969962,0.17740519002809263,0.017740519002809263,-2.1046049470817927,-0.16836839576654342,0.5422291614457576,21
688072,拓荆科技,unknown,20260520,2026-05-20,20260331,2026-04-28,0.6264834798656858,0.3338422145141577,0.6219839142091153,0.9845844504021448,8.25,41.689075,0.5696734185625845,-4.88291766570018,0.6239552486677399,3.8951808302228526,0.5842771245334278,1.4857992884554514,0.11886394307643611,-0.29488769629346795,-0.035386523555216154,-1.4928195236710924,-0.14928195236710926,1.1544738439513702,0.17317107659270553,0.34889521386473843,0.04186742566376861,1.1787514058848048,0.11787514058848048,-2.121102865701765,-0.2121102865701765,-1.420994778621541,-0.11367958228972329,0.5255963656725933,22
603893,瑞芯微,unknown,20260520,2026-05-20,20260331,2026-04-22,0.1349675305680686,0.3182410711703338,0.2142857142857142,0.6774553571428571,7.23,43.042024,0.3621520262379383,0.5714890563532458,0.4213551662807505,0.7538624852079014,0.11307937278118521,1.413451975447278,0.11307615803578225,0.8689311404994132,0.10427173685992959,-0.6535927090681438,-0.06535927090681438,0.9148574351933657,0.13722861527900485,0.40834070691632846,0.049000884829959415,0.5681297467198502,0.05681297467198502,0.1600251824881472,0.016002518248814723,-0.24381201006526204,-0.019504960805220965,0.5046080289946256,23
300628,亿联网络,unknown,20260520,2026-05-20,20260331,2026-04-22,0.0975609756097561,-0.1649262935123059,0.241340782122905,0.1877094972067039,6.79,65.237071,0.1882590545012195,0.1667643468274127,0.3098779764108042,0.5147941549079905,0.07721912323619858,-0.8271441012413778,-0.06617152809931023,0.7916995079203443,0.0950039409504413,0.6846323794037393,0.06846323794037394,0.8114934941605008,0.12172402412407511,1.3835404463139103,0.16602485355766922,0.05645808853779855,0.005645808853779855,-0.00923775182184202,-0.0009237751821842021,0.40391244026992995,0.0323129952215944,0.499298680602638,24
688012,中微公司,unknown,20260520,2026-05-20,20260331,2026-04-28,0.5615443062019183,0.3825751706518225,0.8805803571428571,0.9654017857142856,4.0,39.892564,0.3412853769759474,1.972019978207037,0.5495562554379101,3.480149298018017,0.5220223947027025,1.711789035091614,0.13694312280732912,-1.0330793573566486,-0.12396952288279782,-1.4404031068127987,-0.14404031068127987,0.15607214079301732,0.023410821118952596,0.2699606182756914,0.03239527419308297,0.5067306405802909,0.0506730640580291,0.7457516475279986,0.07457516475279986,-0.9887086127116935,-0.07909668901693548,0.49291331905188307,25
605117,德业股份,unknown,20260520,2026-05-20,20260331,2026-04-30,0.1785749385749386,0.1796104778303158,0.6473214285714286,0.6127232142857143,10.87,41.446767,0.7376755192225697,0.6836578908958162,0.6549203578912381,1.0325609708751229,0.15488414563126843,0.7705791610743803,0.06164633288595042,-0.3672163857453977,-0.04406596628944773,-0.47671285221081844,-0.04767128522108185,1.7699591291925194,0.2654938693788779,0.33824875303706137,0.040589850364447365,1.6730894608633147,0.16730894608633148,0.20693614597997545,0.020693614597997546,-1.6009137232483184,-0.12807309785986548,0.49080640957447813,26
000858,五 粮 液,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1609071274298056,0.200198792370507,0.7016759776536313,0.0011173184357541,6.5,81.434385,0.3366696360864269,0.8256778567096432,0.1789567522765041,-1.137096480257866,-0.1705644720386799,0.8660535249414104,0.06928428199531284,-0.5223773555488844,-0.06268528266586613,1.1944934223872754,0.11944934223872755,0.7433672602979309,0.11150508904468963,2.0952134782178664,0.25142561738614394,0.4931490462749419,0.04931490462749419,0.26633137334925555,0.026633137334925557,1.164614051411475,0.09316912411291799,0.48753174203566574,27
600276,恒瑞医药,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0955436720142602,-0.0299627043362028,0.0390625,0.0223214285714285,4.15,86.598607,0.1297536297930368,0.2178231694834509,0.3342719855945539,-0.7193533289240482,-0.10790299933860724,-0.2012763160642441,-0.01610210528513953,1.3691248560159988,0.16429498272191984,1.1365534284361682,0.11365534284361684,0.1913098479633122,0.02869647719449683,2.3221176135680306,0.27865411362816367,-0.11569129377539061,-0.011569129377539062,0.012115938579961212,0.0012115938579961214,0.2621740612486298,0.020973924899890386,0.47191220114479787,28
600887,伊利股份,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0680799021606195,-0.3484972033885184,0.0736607142857142,0.0680803571428571,9.44,38.374706,0.0547189730083519,0.1067985066148442,0.1697889955550466,0.3263782205139061,0.04895673307708591,-1.6784190227853222,-0.1342735218228258,1.2703604918057176,0.15244325901668612,1.0115176675542656,0.10115176675542657,1.434026320835709,0.21510394812535633,0.20326939991321027,0.02439232798958523,-0.33647714195946565,-0.03364771419594657,-0.03431651235671228,-0.003431651235671228,1.2178821701193516,0.09743057360954813,0.4681257213192447,29
300896,爱美客,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0786674870352466,0.0753809864942287,0.125,0.0011160714285714,3.86,92.489468,-0.0447768458955076,-0.3278643921701548,0.3330448808084186,-0.6114962603096968,-0.09172443904645453,0.2872348658397771,0.022978789267182168,1.1238069191065905,0.13485683029279086,1.1944968298204646,0.11944968298204646,0.12318361410074212,0.018477542115111316,2.5809486091512968,0.3097138330981556,-0.6292387764998054,-0.06292387764998054,-0.2161001197135019,-0.021610011971350193,0.26930400212739114,0.02154432017019129,0.45076266925769237,30
600900,长江电力,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0197119029567853,0.200531354975848,0.1194196428571428,0.3113839285714285,3.01,55.646317,0.0644277817034939,0.3050157685080972,0.1183962156834745,0.017254409927909473,0.002588161489186421,0.8675957203031974,0.0694076576242558,1.1397366552695392,0.1367683986323447,0.34669337798707667,0.03466933779870767,-0.0764967265309285,-0.011474508979639274,0.96214459157991,0.11545735098958919,-0.3079094419863065,-0.03079094419863065,0.04858140464531871,0.004858140464531872,1.5164935733341893,0.12131948586673515,0.4428030796870808,31
600886,国投电力,unknown,20260520,2026-05-20,20260331,2026-04-30,0.0106060606060607,0.3449400515824481,0.0424107142857142,0.0591517857142857,3.06,45.045652,-0.0463316753790087,0.0191410753346004,0.2224079144777319,-0.04094176796625906,-0.006141265194938859,1.5372633814644527,0.12298107051715622,1.3595670143182297,0.16314804171818756,1.0359148891897587,0.10359148891897588,-0.06475082414083017,-0.009712623621124525,0.49637555106194786,0.059565066127433744,-0.6338137870483506,-0.06338137870483505,-0.0709763793807771,-0.00709763793807771,0.9121464373098823,0.07297171498479059,0.4359244768075678,32
600600,青岛啤酒,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0022598870056497,-0.0341062428522278,0.0279017857142857,0.0033519553072625,5.71,42.742989,-0.0153566820870714,0.0522861110305414,0.1395626751997107,-0.12316908391891986,-0.01847536258783798,-0.22049118201180656,-0.017639294560944527,1.400984328341896,0.1681181194010275,1.1883873021120233,0.11883873021120234,0.5577820025343782,0.08366730038015673,0.39520179110007664,0.0474242149320092,-0.54267136753838,-0.054267136753838,-0.057114547207799245,-0.005711454720779925,1.3935084732281422,0.11148067785825137,0.4334357941592467,33
601901,方正证券,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0099431818181818,-0.0423641719572088,0.0022321428571428,0.0022321428571428,2.88,54.731855,0.1469523889607724,0.2434651359363187,0.1972124771257743,-0.17227364497997089,-0.02584104674699563,-0.25878574598002213,-0.02070285967840177,1.4742611146914595,0.17691133376297513,1.191447177116028,0.1191447177116028,-0.10703607274518398,-0.016055410911777597,0.9219652171415953,0.11063582605699143,-0.06508477682338422,-0.006508477682338422,0.022839856297699856,0.002283985629769986,1.0585414157695179,0.08468331326156144,0.4245513814033874,34
000166,申万宏源,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0569620253164557,0.1407147815082088,0.0055803571428571,0.0022321428571428,2.08,55.146892,0.1171766856374336,0.1915405509848056,0.1893137194021926,-0.47277489189491156,-0.07091623378423673,0.5902078219699085,0.04721662575759268,1.4647032729936904,0.17576439275924285,1.191447177116028,0.1191447177116028,-0.29497051098675625,-0.044245576648013436,0.9402009962431377,0.11282411954917652,-0.15269834361006604,-0.015269834361006604,0.0011240889999277167,0.00011240889999277167,1.1044361724529848,0.08835489379623879,0.41298551368058967,35
300760,迈瑞医疗,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0124387728796081,-0.1757080162248631,0.0881696428571428,0.0011160714285714,5.96,61.870083,0.0139412906931235,-0.113720139814182,0.2716465757054948,-0.18822317010548603,-0.028233475515822903,-0.8771422744945901,-0.07017138195956721,1.2289431777820512,0.14747318133384613,1.1944968298204646,0.11944968298204646,0.6165115144848695,0.09247672717273042,1.2356026735236665,0.14827232082283998,-0.45646349976720957,-0.04564634997672096,-0.12654125743929923,-0.012654125743929923,0.6260512745577427,0.05008410196461942,0.40105068108004144,36
600150,中国船舶,unknown,20260520,2026-05-20,20260331,2026-04-30,0.1716621253405994,-0.2529369410906795,0.0022321428571428,0.2008928571428571,3.3,17.475269,0.5489683424884451,2.5164066344362186,0.4077113338671347,0.9883806201464773,0.1482570930219716,-1.2352766161525552,-0.09882212929220442,1.4742611146914595,0.17691133376297513,0.6486089957263047,0.06486089957263047,-0.00837049266835852,-0.0012555739002537778,-0.7150041913054153,-0.08580050295664983,1.1178277210352496,0.11178277210352497,0.9734236444775034,0.09734236444775035,-0.1645362061013761,-0.013162896488110087,0.40011336027163447,37
002027,分众传媒,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0885668276972624,0.0670441188915773,0.7544642857142857,0.3191964285714285,12.13,68.740819,0.0200926917014121,0.5764605334981621,0.2582312731934649,-0.6747637503465524,-0.10121456255198287,0.24857423971358406,0.019885939177086726,-0.6730673200740105,-0.08076807840888126,0.3253458090560201,0.03253458090560201,2.065955869422996,0.3098933804134494,1.5374871415614941,0.1844984569873793,-0.43836329984182554,-0.043836329984182555,0.16210434096203788,0.016210434096203787,0.7039992337395475,0.0563199386991638,0.39352375933383826,38
002049,紫光国微,unknown,20260520,2026-05-20,20260331,2026-04-28,0.1153793387295925,0.0583337427675918,0.4274553571428571,0.3493303571428571,2.4,52.581069,0.4610709920817148,1.8027101427409715,0.3769295645221032,0.6286727605289603,0.09430091407934403,0.20818153938560663,0.01665452315084853,0.26041521907477694,0.031249826288973232,0.24300518603623053,0.024300518603623054,-0.21979673569012737,-0.0329695103535191,0.8274645861359493,0.09929575033631391,0.859194019033113,0.08591940190331131,0.6749433205738508,0.06749433205738507,0.014317464794129908,0.0011453971835303927,0.38739115324981044,39
