rank,symbol,name,industry,composite_score,momentum_20d,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d
1,688111,金山办公,unknown,1.149090986117564,0.0042415673601292,0.0022321428571428,0.0044642857142857,15.7,86.593651,0.2395402490296936,4.449659523721703,0.3949715204293041
2,603986,兆易创新,unknown,1.0068437964014478,0.5400637693214112,0.5892857142857143,0.9944196428571428,6.12,57.076718,1.193786758368052,5.227881381914544,0.6705530941082456
3,300308,中际旭创,unknown,0.9679827302001277,0.2200143531100364,0.9340782122905028,0.9966480446927374,17.54,46.058133,1.921169094232574,2.6228365713294144,0.5657941890971948
4,002558,巨人网络,unknown,0.8761179615453534,-0.1351603861725319,0.4938547486033519,0.8035714285714286,6.81,95.377689,2.217004406829204,2.105778080960714,0.49422485058757
5,688256,寒武纪,unknown,0.8403693789867959,0.522960495428022,0.8828125,0.9665178571428572,8.2,54.330376,1.5955547349373238,1.8503872248538205,0.6825805063266931
6,002709,天赐材料,unknown,0.8383762770756695,0.1953833470733716,0.5212053571428571,0.5027932960893855,8.84,38.65346,0.9129078266885278,10.057510118643863,0.5924980064683053
7,600519,贵州茅台,unknown,0.8207455937076321,-0.0655467439811261,0.0837988826815642,0.0011173184357541,10.57,89.759217,0.063360092771233,0.0147141829498314,0.2007231644617925
8,600221,海航控股,unknown,0.8185489736427058,0.0,0.6849162011173184,0.3080357142857143,28.1,11.865639,0.0495465135840258,5.336286241065985,0.3268193235829504
9,002466,天齐锂业,unknown,0.7811237498453777,0.0226556639159789,0.9709497206703912,0.6049107142857143,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5095201944970393
10,301308,江波龙,unknown,0.7247692972351658,0.5424430081938396,0.5588447653429602,0.9783393501805054,39.4,55.527428,1.3279283242027424,-26.440496580336394,0.8818868014624046
11,600809,山西汾酒,unknown,0.7135255975350004,-0.0576344086021505,0.0200892857142857,0.0011173184357541,12.57,75.046836,-0.0968014975921106,-0.1902985253458503,0.2547459764954284
12,605499,东鹏饮料,unknown,0.6583915137218531,-0.0173448526017279,0.0044642857142857,0.0044642857142857,8.42,46.88969,0.2145548209913255,0.2830719615108246,0.4076834122959218
13,601066,中信建投,unknown,0.6346539938994675,0.0224358974358973,0.0033482142857142,0.0279017857142857,4.02,60.636339,0.6226498155531204,0.9902937757158304,0.2010516757184917
14,600999,招商证券,unknown,0.6311527365823363,0.0852959898154042,0.1104910714285714,0.3839285714285714,2.54,54.776452,0.4795847326766156,0.4172841360432298,0.20128714889974
15,603369,今世缘,unknown,0.6141860964825353,0.1034063260340631,0.1395089285714285,0.0167410714285714,8.03,74.400313,-0.1523040779930173,-0.1576146310081551,0.3197715398207559
16,300059,东方财富,unknown,0.5936672617587322,-0.0135406218655967,0.0669642857142857,0.171875,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.3028662721167951
17,601995,中金公司,unknown,0.5923074153129644,0.0144670800118098,0.0100446428571428,0.0714285714285714,3.35,50.580742,0.5426139123898579,0.7519470039139868,0.173194798944452
18,300832,新产业,unknown,0.5676774581106004,0.0855337395621755,0.0714285714285714,0.0122767857142857,4.72,73.479355,0.0034009683846123,0.0102382295104823,0.3772391288258708
19,601059,信达证券,unknown,0.5644432528541294,0.0260818020154118,0.0174273858921161,0.1609958506224066,1.81,49.715329,0.1300645168920713,1.208739649579825,0.1750813197312982
20,000568,泸州老窖,unknown,0.5562916118761144,-0.0889328063241107,0.1553072625698324,0.0011173184357541,7.32,85.817777,-0.1418913447396839,-0.1925478672546567,0.2318816608460029
21,688008,澜起科技,unknown,0.5422291614457576,0.7064597426714418,0.9486607142857144,0.9720982142857144,5.39,69.78822,0.1951456338601906,0.6130464033993444,0.7416085818204917
22,688072,拓荆科技,unknown,0.5255963656725933,0.6264834798656858,0.6219839142091153,0.9845844504021448,8.25,41.689075,0.5696734185625845,-4.88291766570018,0.6239552486677399
23,603893,瑞芯微,unknown,0.5046080289946256,0.1349675305680686,0.2142857142857142,0.6774553571428571,7.23,43.042024,0.3621520262379383,0.5714890563532458,0.4213551662807505
24,300628,亿联网络,unknown,0.499298680602638,0.0975609756097561,0.241340782122905,0.1877094972067039,6.79,65.237071,0.1882590545012195,0.1667643468274127,0.3098779764108042
25,688012,中微公司,unknown,0.49291331905188307,0.5615443062019183,0.8805803571428571,0.9654017857142856,4.0,39.892564,0.3412853769759474,1.972019978207037,0.5495562554379101
26,605117,德业股份,unknown,0.49080640957447813,0.1785749385749386,0.6473214285714286,0.6127232142857143,10.87,41.446767,0.7376755192225697,0.6836578908958162,0.6549203578912381
27,000858,五 粮 液,unknown,0.48753174203566574,-0.1609071274298056,0.7016759776536313,0.0011173184357541,6.5,81.434385,0.3366696360864269,0.8256778567096432,0.1789567522765041
28,600276,恒瑞医药,unknown,0.47191220114479787,-0.0955436720142602,0.0390625,0.0223214285714285,4.15,86.598607,0.1297536297930368,0.2178231694834509,0.3342719855945539
29,600887,伊利股份,unknown,0.4681257213192447,0.0680799021606195,0.0736607142857142,0.0680803571428571,9.44,38.374706,0.0547189730083519,0.1067985066148442,0.1697889955550466
30,300896,爱美客,unknown,0.45076266925769237,-0.0786674870352466,0.125,0.0011160714285714,3.86,92.489468,-0.0447768458955076,-0.3278643921701548,0.3330448808084186
