symbol,name,industry,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d
000568,泸州老窖,unknown,-0.1413173652694609,0.0879931857371691,0.008762322015334,0.0010952902519167,7.32,85.817777,-0.1418913447396839,-0.1925478672546567,0.2308872108148673
000596,古井贡酒,unknown,-0.1482629609834311,-0.0115701240351573,0.1641137855579868,0.0021881838074398,6.3,77.845659,-0.1859036639376574,-0.3103085280394801,0.3155720608900766
000617,中油资本,unknown,-0.0806045340050378,0.1524348695959616,0.6520787746170679,0.588170865279299,1.49,57.235599,-0.1723747512722055,0.2288530805349873,0.4299994727771344
000625,长安汽车,unknown,-0.1324582338902149,-0.1645381502476423,0.6094091903719913,0.0010952902519167,0.45,14.075789,-0.0425680140854377,-0.7408744866333075,0.2172663844026868
000630,铜陵有色,unknown,0.0672645739910313,0.2731277363810795,0.8893756845564075,0.948577680525164,3.59,7.576958,0.8359203757090372,0.1911712880053853,0.6037377332155661
000651,格力电器,unknown,-0.0349469324359306,0.0802766051764141,0.1684901531728665,0.0054704595185995,4.07,27.415781,0.0346152317074131,0.0300958796705475,0.189593043074424
000657,中钨高新,unknown,0.5963245600373774,0.0045740030079939,1.0,1.0,9.03,30.450264,1.0647162841370146,2.64444359498522,0.7694247414352099
000708,中信特钢,unknown,-0.0401721664275465,-0.0376520628822319,0.0657174151150054,0.0920043811610076,3.41,14.432855,-0.0128745853732291,0.0922792890146715,0.2531204516599112
000725,京东方A,unknown,0.2944550669216059,-0.1520431792000791,0.787513691128149,0.9540481400437636,1.26,15.595721,0.0079513420477401,0.0577575785685866,0.6106861851474297
000768,中航西飞,unknown,-0.0558891454965356,0.1342499120378957,0.0010940919037199,0.0021905805038335,1.31,8.755926,-0.1701947875549622,-0.1472821055366647,0.3822931240087657
000776,广发证券,unknown,0.2273684210526316,0.6271651951260673,0.0799561883899233,0.8107221006564551,3.32,53.447282,0.64334766481177,0.707328073430963,0.3752532689002741
000792,盐湖股份,unknown,-0.0906533291653641,0.0987206295333296,0.4403066812705367,0.4737417943107221,6.54,68.722459,0.9489197680942416,1.5478404989642418,0.4561527528794759
000807,云铝股份,unknown,-0.1773805431419731,0.2650325791538044,0.1214442013129102,0.6892778993435449,10.64,31.574311,0.1368408938240199,2.6945356353763987,0.5754327177255358
000858,五 粮 液,unknown,-0.1114808652246255,0.0109269688524262,0.5651697699890471,0.0010952902519167,6.5,81.434385,0.3366696360864269,0.8256778567096432,0.2059503183175123
000895,双汇发展,unknown,-0.1173963580007748,-0.0019761137846584,0.0207877461706783,0.0010940919037199,5.87,19.702609,0.0212052471035948,0.1358983117353787,0.2127234255862947
000938,紫光股份,unknown,-0.1308139534883721,-0.1901019967105875,0.6849015317286652,0.8216630196936543,5.21,12.882941,0.346087720553208,1.2605586077008408,0.5321809445882973
000963,华东医药,unknown,0.0140252454417952,0.1063187403193914,0.004381161007667,0.0032822757111597,3.97,33.943073,0.0416981900748529,0.0956379807591829,0.298208300689478
000975,山金国际,unknown,-0.2132292522596549,0.0679572936564085,0.0010940919037199,0.3220153340635268,8.93,40.667789,0.3740839601363783,1.0088845375910749,0.543520496780672
000977,浪潮信息,unknown,-0.0751445086705202,-0.0884128833612756,0.7853231106243155,0.8818380743982495,2.75,6.639155,-0.2430312199215879,0.3073707751312211,0.5351340882834058
000988,华工科技,unknown,-0.0466037516020039,-0.0081719693584255,0.9956188389923328,0.9978118161925602,5.61,19.811644,0.2713133155037202,0.5575870145748911,0.7193042004230907
000999,华润三九,unknown,0.000839983200336,-0.1184851041803035,0.0010940919037199,0.0262582056892779,4.74,57.679586,0.1862043421006369,-0.1529168597975589,0.1973259471302147
001280,中国铀业,unknown,-0.0624499599679743,0.0544480245926488,0.2352941176470588,0.0146341463414634,1.26,17.52503,0.0861813580425914,0.5271161591116131,0.3913963843048357
001391,国货航,unknown,-0.1692015209125474,0.4279821447102487,0.003683241252302,0.0018450184501845,1.74,12.296577,0.0073346710115393,-0.1844583631918257,0.2093302845233018
001965,招商公路,unknown,0.0109018830525271,0.0189172694732457,0.9059080962800876,0.3194748358862144,1.9,25.86803,0.2689608565721122,0.0149611903132338,0.2822294256784514
001979,招商蛇口,unknown,-0.1898148148148148,0.1135865587076725,0.9693654266958424,0.0010940919037199,0.04,10.194059,0.1574341167011568,-0.9121797135754002,0.3819182149577941
002001,新和成,unknown,-0.0020127474002011,0.3339704558325327,0.2026286966046002,0.6593647316538883,5.37,42.880977,0.1571950771391126,-0.0280239964448615,0.4567838940633527
002027,分众传媒,unknown,-0.1070780399274047,0.159601092242601,0.4277899343544857,0.0919037199124726,12.13,68.740819,0.0200926917014121,0.5764605334981621,0.2655301917454705
002028,思源电气,unknown,-0.0509441384736428,0.0493683826885233,0.9179431072210066,0.91894852135816,3.48,28.950384,0.4159559230751786,0.2316986834820982,0.5614821632660503
002049,紫光国微,unknown,-0.0365796283227476,-0.0194177687845383,0.5098468271334792,0.4606126914660831,2.4,52.581069,0.4610709920817148,1.8027101427409715,0.4630359992826971
002050,三花智控,unknown,-0.1988499350769801,-0.2314381489379851,0.6673960612691466,0.3304157549234136,2.88,27.796688,0.0135739756943542,0.0267934507988585,0.4277652409458776
002074,国轩高科,unknown,-0.1449652777777778,0.2014125011545722,0.0897155361050328,0.3632385120350109,0.07,16.05657,0.292964776523146,-0.7903938444990801,0.4093201855916885
002142,宁波银行,unknown,0.0090556274256143,0.0074389942405026,0.4551422319474836,0.4008762322015334,3.595,43.72547,0.1021357123546904,0.1030066064446542,0.2201894310198019
002179,中航光电,unknown,0.0259579728059331,0.2661243546579772,0.8192771084337349,0.299781181619256,1.63,27.996145,0.0069385539399404,-0.3775422162944665,0.4901732408578852
002202,金风科技,unknown,-0.1258038585209002,0.0908762385364898,0.811816192560175,0.8862144420131292,2.23,16.762874,0.6347910291970178,0.5964766067741036,0.4606059099119121
002230,科大讯飞,unknown,-0.1320870994248151,-0.106437941908114,0.3632385120350109,0.1477024070021881,-0.91,38.97253,0.1323309070210259,-0.1217433236841695,0.3367837787212541
002236,大华股份,unknown,-0.1020293122886132,0.009422384303825,0.3183807439824945,0.1411378555798687,1.83,43.765401,0.103293393480591,0.0680782213273987,0.2671245571152166
002241,歌尔股份,unknown,-0.0885025681548794,-0.4269764441137625,0.2045951859956236,0.3603504928806134,1.37,13.766487,0.1443568906266743,0.0728257767238145,0.4104741187933993
002304,洋河股份,unknown,-0.0852259950528445,-0.0527494459389176,0.9682713347921226,0.0010940919037199,5.09,75.416194,-0.2602939129059201,-0.327334580372817,0.220333256051215
002311,海大集团,unknown,-0.0341685649202733,0.064033380787845,0.1170678336980306,0.0054704595185995,3.55,9.921644,0.1319061091240951,-0.3082066306955302,0.3419991951905344
002352,顺丰控股,unknown,-0.1195957327344188,0.2304356249497419,0.0010940919037199,0.0010952902519167,2.52,13.737617,0.0614488428076169,0.1304858076525927,0.1918292703487296
002353,杰瑞股份,unknown,0.2046518431831478,-0.2646311827465697,0.9967177242888404,0.9967177242888404,2.52,33.616605,0.2248072842923634,0.263218672482078,0.658901858767793
002371,北方华创,unknown,0.0706111516922327,-0.1400425093853053,0.755750273822563,0.8324205914567361,4.25,40.772789,0.2579609024194313,0.0341820163451886,0.5380734835031706
002384,东山精密,unknown,0.1272100424328146,0.0278909161532778,0.9923329682365828,0.9967141292442496,5.05,19.327535,0.5272343274234259,1.4347103169782645,0.7706971603665045
002415,海康威视,unknown,-0.0266501394484042,0.2458715954522197,0.3424507658643326,0.2735229759299781,3.28,49.085471,0.1178284513812466,0.3641996536797005,0.291018126973229
002422,科伦药业,unknown,0.0858556461001165,-0.1075577652261241,0.99890590809628,0.7199124726477024,1.86,45.313711,-0.0297619984388495,-0.223437694653757,0.4439744859929783
002460,赣锋锂业,unknown,-0.0945406125166443,0.0969906915559948,0.823658269441402,0.5076586433260394,4.02,29.718673,1.4381349449959853,-6.163357219347345,0.5161714776207033
002463,沪电股份,unknown,0.130243185898482,-0.0445880212165308,1.0,1.0,7.81,35.632417,0.5390614097654189,0.629033090550732,0.6736493024025538
002466,天齐锂业,unknown,-0.0802459877006149,0.1663081794168373,0.968236582694414,0.5962800875273523,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5221983178102712
002475,立讯精密,unknown,-0.0714859437751004,0.0588873861379519,0.8138006571741512,0.762582056892779,4.2,11.92052,0.3576894062010702,0.2024161935597475,0.6201443699162719
002493,荣盛石化,unknown,0.0350569675723049,0.1743019927028168,0.6845564074479737,0.4835886214442013,6.26,19.693511,-0.1913436355738786,3.7846388798328894,0.4811797251911149
002532,天山铝业,unknown,-0.2332683560753735,0.1676458177654058,0.1356673960612691,0.6746987951807228,7.27,35.605213,0.065539033029897,1.0969647607983828,0.5882067507739884
002558,巨人网络,unknown,-0.0425693652603571,0.1598440789858919,0.3417305585980285,0.8030634573304157,6.81,95.377689,2.217004406829204,2.105778080960714,0.5045540373433941
002594,比亚迪,unknown,-0.1142142559399749,0.1966577347766447,0.4238773274917853,0.0010952902519167,1.65,18.806213,-0.1181913656390478,-0.5538440532671545,0.2813735761447476
002600,领益智造,unknown,-0.0024860161591049,0.1508828290947679,0.9978094194961664,0.9846827133479212,1.62,16.543396,0.0999356512857223,-0.307049395634241,0.5196369454779158
002602,世纪华通,unknown,-0.0807937632884477,-0.0024223893788449,0.2869660460021905,0.8061336254107339,6.46,72.047882,0.3518554214783047,0.5017972384024945,0.4414838341009679
002625,光启技术,unknown,-0.2224691358024692,0.2055765743153725,0.4074479737130339,0.6586433260393874,1.81,49.853559,0.4027931668284636,0.1702713179375741,0.4715218297306859
002648,卫星化学,unknown,0.0696686491079014,0.0514235957087947,0.7396061269146609,0.5908096280087527,6.14,24.337942,0.0282200588133738,0.3497262144757285,0.521740413719189
002709,天赐材料,unknown,0.0182777463727152,0.3122137340982567,0.5207877461706784,0.5312157721796276,8.84,38.65346,0.9129078266885278,10.057510118643863,0.6149833607352907
002714,牧原股份,unknown,-0.1315097317201472,0.0956812106575295,0.7283680175246441,0.0010940919037199,-1.57,5.171922,-0.1710304164908438,-1.2705000164139153,0.3154488719407582
002736,国信证券,unknown,0.0520408163265306,0.3522161742782279,0.1094091903719912,0.1805251641137855,1.83,54.021713,-0.045427217435879,-0.0962791482408633,0.2735499585786797
002837,英维克,unknown,0.0002455192732631,0.2294350192854866,0.99890590809628,0.9671412924424972,0.25,24.293461,0.2602908356827331,-0.8196726402714036,0.7112745714808196
002916,深南电路,unknown,0.0714555195050177,0.0368045667126981,1.0,1.0,4.83,29.169011,0.3789944730356398,0.7300517686647927,0.6690134773245148
002920,德赛西威,unknown,-0.2241506646971933,-0.2797291154957427,0.0010940919037199,0.0010952902519167,2.95,18.596436,-0.0436958000729993,-0.2074038175708004,0.4378500696783215
002938,鹏鼎控股,unknown,-0.0559823399558498,0.1064070480654058,0.9945295404814004,0.9901423877327492,1.35,22.948496,-0.0124864389630238,-0.0520674737139589,0.7209519577905118
003816,中国广核,unknown,-0.107456140350877,-0.059383382519355,0.8840262582056893,0.6892778993435449,2.2,39.372794,-0.1325016004530853,-0.0932784633733314,0.2940272024846815
300014,亿纬锂能,unknown,0.0643885461161208,0.6400821207165766,0.4792122538293216,0.4431072210065646,3.35,14.038297,0.6161017748273183,0.313489123781199,0.5919845204731294
300015,爱尔眼科,unknown,-0.0813704496788008,-0.0115438940621789,0.0054764512595837,0.0043763676148796,5.25,47.733116,0.0614579616114594,0.1246192247007125,0.3270752149387828
300033,同花顺,unknown,0.0627237088801773,0.2485984685534297,0.6308871851040526,0.9671772428884028,2.67,84.988113,0.4080630395873801,1.1258475463877566,0.5612671887748965
300059,东方财富,unknown,0.0518369401107194,0.5985324336873104,0.161925601750547,0.274617067833698,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.4147642090280993
300122,智飞生物,unknown,-0.093498904309715,0.1252391985858376,0.1706783369803063,0.237417943107221,-2.48,29.157583,-0.0864375082280319,0.1878519055333876,0.3542299171318114
300124,汇川技术,unknown,-0.1467245562507982,-0.1332935768590489,0.3975903614457831,0.0339539978094194,2.83,29.077055,0.1297976281041855,-0.2338736289107257,0.4469507949495661
300251,光线传媒,unknown,-0.0821596244131455,0.0939417342713473,0.0306345733041575,0.6684901531728665,0.23,44.129931,-0.935918186359167,-0.9884533196808862,0.412237298961585
300274,阳光电源,unknown,-0.0911265247548434,0.0216496824912073,0.550328227571116,0.456736035049288,4.81,33.262931,-0.1825867218095382,-0.4011570312262479,0.6712538740570646
300308,中际旭创,unknown,0.1985452881976213,-0.1170849797482549,0.9890470974808324,0.9967141292442496,17.54,46.058133,1.921169094232574,2.6228365713294144,0.6096266855938051
300316,晶盛机电,unknown,-0.0106382978723404,0.0559978266169975,0.99890590809628,0.5273522975929978,0.6,29.443539,-0.4488228307791533,-0.8210029634918872,0.7399378001667835
300394,天孚通信,unknown,0.0995016082853204,-0.1292840570937391,0.9934282584884996,0.99890590809628,8.57,56.603933,0.4082427830731052,0.4578790203136782,0.8055276727463301
300408,三环集团,unknown,0.2613784135240573,0.023398162667283,1.0,1.0,3.59,43.488932,0.4625134848709036,0.4848352330095016,0.7866948320438915
300413,芒果超媒,unknown,-0.1366181410974244,-0.0239767289035808,0.3351588170865279,0.0010940919037199,0.85,23.31157,0.0634891414242975,-0.4737040916597704,0.2692551136996388
300418,昆仑万维,unknown,-0.130841121495327,0.2951216384289583,0.1159737417943107,0.8676148796498906,-6.98,66.233597,0.4569128244411999,0.1534300570904234,0.6037634573804884
300433,蓝思科技,unknown,0.3491902834008096,0.0592812218347769,0.9288840262582057,1.0,-0.27,14.554598,-0.1713422022998493,-1.3488133916247704,0.7215733719468783
300442,润泽科技,unknown,-0.130577289067456,0.06437734576778,0.4923413566739606,0.71960569550931,4.17,46.798813,0.5355318005448095,0.3534834398843687,0.6033476609041543
300450,先导智能,unknown,-0.1114898736715459,0.5265416718580453,0.4584245076586433,0.420591456736035,3.03,33.612077,0.1911298099901321,0.1098993668484664,0.5609227172291849
300476,胜宏科技,unknown,-0.118122555410691,0.0025163705575874,0.9123767798466592,0.9474835886214442,7.62,34.458493,0.2799278264953664,0.3994799885324656,0.6886227839452492
300498,温氏股份,unknown,-0.1137855579868709,-0.0688579786521449,0.8588621444201313,0.0328227571115973,-2.59,2.707856,0.0030603100718349,-1.53152419835135,0.2613714046923151
300502,新易盛,unknown,0.1741932739146157,-0.1539377886861562,0.9704595185995624,0.9923329682365828,14.52,49.160955,1.0575948145903613,0.7679983242812436,0.7340776189705605
300628,亿联网络,unknown,-0.1138654317624625,-0.2623547501492174,0.008762322015334,0.0109529025191675,6.79,65.237071,0.1882590545012195,0.1667643468274127,0.3802706056147979
300661,圣邦股份,unknown,0.1564924114671164,-0.1164944203831748,0.8389923329682366,0.6356673960612691,2.31,51.628284,0.3908119723144698,1.0695942971911006,0.6421169966185671
300750,宁德时代,unknown,-0.025739674344718,0.0592583474400276,0.3676148796498906,0.4212253829321663,5.98,24.815621,0.5244869554824236,0.485237160697918,0.3965052848554357
300760,迈瑞医疗,unknown,-0.0834484119155651,-0.0265367143684254,0.0131291028446389,0.0010940919037199,5.96,61.870083,0.0139412906931235,-0.113720139814182,0.2951121231929345
300803,指南针,unknown,0.0376602564102563,0.4824346877312602,0.7491785323110625,0.8227571115973742,3.91,89.982389,0.3096279911199924,-0.1979602889070756,0.5308080071209073
300832,新产业,unknown,-0.0723598435462843,0.0430505256885425,0.0032822757111597,0.0032822757111597,4.72,73.479355,0.0034009683846123,0.0102382295104823,0.3617304463381552
300866,安克创新,unknown,-0.095067264573991,-0.0211481047833181,0.3395399780941949,0.5317286652078774,4.35,43.640113,0.2693411967268901,-0.0487472906756859,0.5494274225499937
300896,爱美客,unknown,-0.1164031428848578,0.0134910539524242,0.0207877461706783,0.0010940919037199,3.86,92.489468,-0.0447768458955076,-0.3278643921701548,0.3152223028628525
300999,金龙鱼,unknown,-0.0555769972983404,-0.1596683081898813,0.0010940919037199,0.0010940919037199,1.52,6.771983,0.1092160360060714,0.5097914945084281,0.2349094871771908
301165,锐捷网络,unknown,-0.1061111111111111,-0.0568675081094515,0.9695121951219512,0.930640243902439,2.43,35.696828,0.1826164370688592,0.1458707318709653,0.690508655728678
301236,软通动力,unknown,0.0231140462280925,-0.2212885315380734,0.9648112603966732,0.3397312859884837,-2.82,7.783908,0.1578665554362024,0.7699108383839235,0.6643535702461615
301269,华大九天,unknown,-0.188821268417681,-0.3250700503902989,0.0056061667834618,0.421864050455501,-1.39,78.802401,0.0964904160156709,-8.515375791081276,0.7127756750744022
301308,江波龙,unknown,0.0560250890341784,0.2000604645723742,0.573943661971831,1.0,39.4,55.527428,1.3279283242027424,-26.440496580336394,0.832465366306522
302132,中航成飞,unknown,-0.0818924866394216,-0.0639509046803882,0.3260393873085339,0.3282275711159737,0.9,9.706345,0.7971160036156695,0.2315946624400306,0.3774592362958539
600000,浦发银行,unknown,0.0220264317180616,-0.1202673705993808,0.5717415115005476,0.416210295728368,2.32,46.784617,0.0141762118374635,0.0149448801000113,0.1758699880596193
600009,上海机场,unknown,-0.1013698630136986,-0.2604673628867935,0.5415754923413567,0.0043763676148796,1.35,24.934587,0.0081458376553871,0.1133227487228611,0.1970919324446015
600010,包钢股份,unknown,-0.0711462450592884,0.3993168496198482,0.0317286652078774,0.7035010940919038,-0.89,6.601383,-0.1373188196612618,-11.290351444972014,0.409786864733995
600011,华能国际,unknown,0.0428954423592493,-0.3220412106630097,0.4271631982475355,0.1139101861993428,5.78,19.521102,-0.0588766932130424,-0.0983000068375598,0.4504281540787112
600015,华夏银行,unknown,0.0133333333333334,-0.0646005127806771,0.4617067833698031,0.2004381161007667,1.57,26.955568,0.3533032867978454,-0.0150108631246296,0.2010926174892132
600016,民生银行,unknown,-0.0085227272727271,0.1449344762217026,0.487964989059081,0.0054704595185995,2.02,34.403257,0.0274087958058295,-0.0963741955736933,0.1414894376736221
600018,上港集团,unknown,-0.0275590551181101,0.0159133697927058,0.2552026286966046,0.0032858707557502,2.8021,39.423448,0.0804176665886098,0.0257150248226498,0.1465535051473161
600019,宝钢股份,unknown,-0.0277777777777777,-0.133454074317628,0.3610503282275711,0.0076586433260393,1.07,6.622047,0.0573762366174641,-0.0860871780509648,0.2027056258048791
600023,浙能电力,unknown,-0.0642978003384094,-0.2668801125135479,0.412472647702407,0.4967177242888402,1.23,5.44992,-0.1102364121865902,-0.118403453313472,0.4426559124607192
600025,华能水电,unknown,0.0064377682403433,-0.1209938209035663,0.350109409190372,0.2625820568927789,2.1,51.988639,0.0702046920584522,0.0232286844637938,0.2167730714661579
600026,中远海能,unknown,-0.0516453382084094,0.6778052700351975,0.80065717415115,0.8938730853391685,4.5762,42.658288,0.2692181748058242,2.067376066923279,0.568048909014729
600027,华电国际,unknown,-0.0793036750483558,-0.4030522590269593,0.350109409190372,0.2002188183807439,3.39,12.634887,-0.0943242286248164,-0.0993045623929902,0.3591640148145449
600028,中国石化,unknown,-0.0166320166320164,-0.1864373334572514,0.8225629791894852,0.1695842450765864,2.04,19.888919,-0.0389756798067875,0.2821170084439084,0.1624629592605859
600029,南方航空,unknown,-0.0685920577617328,-0.1993137491661016,0.9792122538293216,0.4737417943107221,4.07,10.819974,0.1007901951298178,-2.9825970548862113,0.3555554602147794
600030,中信证券,unknown,0.0989522700814902,0.372676822292221,0.1301969365426696,0.5553121577217963,3.46,57.093996,0.4091381560472926,0.5460182246042824,0.3031569422448498
600031,三一重工,unknown,-0.0414232607541156,-0.2101619596109585,0.2256297918948521,0.0787746170678337,2.77,27.480319,0.1402576162708115,0.0045930166870427,0.4126215540088763
600036,招商银行,unknown,0.0124526258798052,-0.0038297528525134,0.2902519167579409,0.0438116100766703,3.37,51.374511,0.0380771572876741,0.0151799603068176,0.1479075666755354
600039,四川路桥,unknown,-0.0264741275571601,-0.2297186978810336,0.5667396061269147,0.0689277899343544,2.8,14.239784,-0.0410246461912863,-0.1571543011734503,0.3377569167888727
600048,保利发展,unknown,-0.161839863713799,-0.061534802869439,0.0820568927789934,0.0010940919037199,0.47,13.496984,-0.1573846933673742,-0.5706315396981284,0.3154999275925755
600050,中国联通,unknown,-0.0403587443946187,-0.0420566247767543,0.0273822562979189,0.1478641840087623,1.24,23.727921,-0.0051233801085127,-0.1798900036224315,0.2519510696689632
600061,国投资本,unknown,0.0404984423676011,0.2670256147323926,0.2814895947426067,0.08105147864184,1.39,67.839446,0.3181142026793644,0.126276557011598,0.2573890290493164
600066,宇通客车,unknown,-0.1696344892221181,0.4580951217716096,0.0043763676148796,0.587527352297593,4.14,23.55832,-0.0792063149820702,-0.1268851573024643,0.4231707289503338
600085,同仁堂,unknown,-0.064950495049505,0.0452277220105925,0.0339168490153172,0.0010940919037199,3.4,41.657348,-0.1159336833335206,-0.1907060362664415,0.1992242140132161
600089,特变电工,unknown,-0.1057981927710842,0.212006423005252,0.8271334792122538,0.5678336980306345,2.5539,21.119184,0.0675042135450365,0.1339522025674673,0.4235455263104773
600104,上汽集团,unknown,-0.1638280616382805,0.2317279754081322,0.4945295404814004,0.0010940919037199,1.01,12.827926,-0.0031397257109176,0.0009338455273222,0.1909750166149371
600111,北方稀土,unknown,-0.0200117716303707,0.5335959094814902,0.7472647702407003,0.6487964989059081,3.65,13.223781,0.2769358845811678,1.1311732452324677,0.5453724029319049
600115,中国东航,unknown,-0.1295454545454546,-0.0484841803830993,0.9726177437020812,0.8610503282275711,10.9,8.251484,0.1093815482248696,-2.641206030150754,0.4767287219653647
600118,中国卫星,unknown,-0.1852231329690347,-0.0229090068974934,0.9660460021905805,0.9004376367614879,-0.67,14.023134,0.3789321901573572,0.7706799741897603,0.618197595439583
600150,中国船舶,unknown,-0.0551451187335091,0.1985812553827866,0.0043763676148796,0.1006564551422319,3.3,17.475269,0.5489683424884451,2.5164066344362186,0.3988841586944237
600160,巨化股份,unknown,0.3412539364443172,0.337901044972019,0.5673603504928806,1.0,5.58,34.387847,0.0374793152196148,0.4592621601067577,0.5793149938273916
600176,中国巨石,unknown,0.5017838939857289,0.1730999811196953,1.0,1.0,4.0,39.637799,0.1792905093141292,0.7348310313396862,0.7132515918456035
600183,生益科技,unknown,0.4487788038318805,0.0469890416375486,0.9956188389923328,1.0,6.68,28.10132,0.4508853513988153,1.054723584166001,0.6656030346027908
600188,兖矿能源,unknown,-0.0727010110736638,-0.1318046485207151,0.937636761487965,0.4452954048140043,3.84,25.918172,0.0183061359380953,0.4214394280557323,0.5745077312920376
600196,复星医药,unknown,-0.0446351931330472,0.1501895946648628,0.0142231947483588,0.0120481927710843,1.78,49.700914,0.0693076759401873,0.1386946804680022,0.2213074891244554
600219,南山铝业,unknown,-0.1475095785440612,-0.1853121957500225,0.6072210065645515,0.637855579868709,2.09,21.638107,0.0095470400974093,-0.3538684446720991,0.5409038626065991
600221,海航控股,unknown,-0.0529801324503311,-0.1765949260135159,0.664841182913472,0.3008752735229759,28.1,11.865639,0.0495465135840258,5.336286241065985,0.2943084193456718
600233,圆通速递,unknown,-0.120065789473684,0.1796457303722436,0.0306345733041575,0.0820568927789934,3.88,11.17545,0.1001383655529581,0.6075721419819211,0.3276822209417313
600276,恒瑞医药,unknown,-0.0050782043469429,0.0443193761006495,0.049234135667396,0.0273522975929978,4.15,86.598607,0.1297536297930368,0.2178231694834509,0.3563789259073084
600309,万华化学,unknown,-0.0371643962438831,0.2040907087966188,0.6838074398249453,0.1301969365426696,3.38,14.728043,0.2550467321775282,0.2062388096154137,0.3809703602061544
600346,恒力石化,unknown,0.0,0.0471370166258879,0.5886214442013129,0.3829321663019693,5.69,13.976353,-0.1373589845646065,0.9065413570081866,0.5479814145128754
600362,江西铜业,unknown,0.0963801909837884,0.4678144842783356,0.8708971553610503,0.9419496166484118,3.41,5.069891,0.2538765976861705,0.4431045618218487,0.6004820623704606
600372,中航机载,unknown,-0.0762066045723962,0.0106528772234841,0.5575027382256298,0.0065645514223194,0.47,25.96353,-0.017531858661945,0.7847994254610737,0.2540392920313876
600406,国电南瑞,unknown,-0.1176694592536176,-0.0199186739441999,0.0076670317634173,0.0032858707557502,1.36,25.095322,0.0752246562731675,0.0604241685095363,0.299023277147474
600415,小商品城,unknown,-0.1874039938556067,0.0091290832486516,0.0010940919037199,0.412472647702407,4.23,33.778523,0.4529137020291069,0.2329298777900068,0.4340341581480739
600426,华鲁恒升,unknown,-0.1474423269809428,0.3552403962832251,0.5831509846827133,0.1673960612691466,3.32,22.280229,0.0736001369013465,0.5796482544747903,0.4373473817208257
600436,片仔癀,unknown,-0.0859148112294287,-0.0806338256759633,0.0021881838074398,0.0010940919037199,5.0,42.182097,-0.1274056170827522,-0.256355353574522,0.2306504193157439
600438,通威股份,unknown,-0.2076923076923077,0.021041960358642,0.3632385120350109,0.0580503833515881,-6.49,-4.028204,-0.2390149438899762,-0.057211666525864,0.3940306732755161
600460,士兰微,unknown,0.375840889148874,0.4069894528769591,0.7702407002188184,0.6816192560175055,1.73,19.788227,0.1731228962367648,0.405689077490849,0.607365472224584
600482,中国动力,unknown,-0.0617622838320065,-0.0235373071251955,0.3140043763676148,0.9474835886214442,1.45,18.90736,0.0445384204929932,0.4864170572730242,0.6592287328112387
600489,中金黄金,unknown,-0.1576955424726661,0.0355354481413601,0.0010940919037199,0.812910284463895,7.54,20.465565,0.5200921898426547,1.2923460119915542,0.4966818485403558
600515,海南机场,unknown,-0.128440366972477,0.1419854703308307,0.8499452354874042,0.0010940919037199,0.46,32.004289,0.5986621057056207,0.1202068724477649,0.2632077216490809
