rank,symbol,name,industry,composite_score,momentum_20d,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d
1,300308,中际旭创,unknown,1.9265765574670095,0.1985452881976213,0.9890470974808324,0.9967141292442496,17.54,46.058133,1.921169094232574,2.6228365713294144,0.6096266855938051
2,002558,巨人网络,unknown,1.782874190136522,-0.0425693652603571,0.3417305585980285,0.8030634573304157,6.81,95.377689,2.217004406829204,2.105778080960714,0.5045540373433941
3,000657,中钨高新,unknown,1.5976294298855436,0.5963245600373774,1.0,1.0,9.03,30.450264,1.0647162841370146,2.64444359498522,0.7694247414352099
4,600549,厦门钨业,unknown,1.4585508787691563,0.6565832848555362,0.9857768052516412,1.0,6.24,21.003788,0.8699074166140104,1.8913564286121216,0.7371768599891213
5,002466,天齐锂业,unknown,1.454170223362955,-0.0802459877006149,0.968236582694414,0.5962800875273523,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5221983178102712
6,603986,兆易创新,unknown,1.334011362182905,0.2450033990482665,0.9321663019693656,1.0,6.12,57.076718,1.193786758368052,5.227881381914544,0.7632061182661685
7,002709,天赐材料,unknown,1.3144884319233565,0.0182777463727152,0.5207877461706784,0.5312157721796276,8.84,38.65346,0.9129078266885278,10.057510118643863,0.6149833607352907
8,688256,寒武纪,unknown,1.126475414077393,0.0046214006398861,0.8982494529540481,0.9660831509846828,8.2,54.330376,1.5955547349373238,1.8503872248538205,0.7839168593268482
9,300502,新易盛,unknown,1.0908515901760802,0.1741932739146157,0.9704595185995624,0.9923329682365828,14.52,49.160955,1.0575948145903613,0.7679983242812436,0.7340776189705605
10,601066,中信建投,unknown,1.0535368181623792,0.2832962138084631,0.2286652078774617,0.4978118161925601,4.02,60.636339,0.6226498155531204,0.9902937757158304,0.3861629408649641
11,000776,广发证券,unknown,1.0064581382016649,0.2273684210526316,0.0799561883899233,0.8107221006564551,3.32,53.447282,0.64334766481177,0.707328073430963,0.3752532689002741
12,600221,海航控股,unknown,0.8802208489911597,-0.0529801324503311,0.664841182913472,0.3008752735229759,28.1,11.865639,0.0495465135840258,5.336286241065985,0.2943084193456718
13,600183,生益科技,unknown,0.8397829645850321,0.4487788038318805,0.9956188389923328,1.0,6.68,28.10132,0.4508853513988153,1.054723584166001,0.6656030346027908
14,688111,金山办公,unknown,0.825238286898153,-0.1219124480313035,0.0021881838074398,0.0021881838074398,15.7,86.593651,0.2395402490296936,4.449659523721703,0.4566819134499833
15,300059,东方财富,unknown,0.7885130304530247,0.0518369401107194,0.161925601750547,0.274617067833698,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.4147642090280993
16,000792,盐湖股份,unknown,0.7463601326673972,-0.0906533291653641,0.4403066812705367,0.4737417943107221,6.54,68.722459,0.9489197680942416,1.5478404989642418,0.4561527528794759
17,600176,中国巨石,unknown,0.7114916388838071,0.5017838939857289,1.0,1.0,4.0,39.637799,0.1792905093141292,0.7348310313396862,0.7132515918456035
18,601872,招商轮船,unknown,0.7062956580998886,0.1209904333145752,0.8512035010940919,0.99890590809628,6.28,41.793716,0.5291773001206375,2.193070304187576,0.6315081180619846
19,600999,招商证券,unknown,0.6934811890346987,0.1485714285714285,0.3829321663019693,0.8019693654266958,2.54,54.776452,0.4795847326766156,0.4172841360432298,0.2602559432600467
20,601995,中金公司,unknown,0.6541270042016507,0.0417647058823529,0.0317286652078774,0.1586433260393873,3.35,50.580742,0.5426139123898579,0.7519470039139868,0.24666209210103
21,301308,江波龙,unknown,0.6494987824793907,0.0560250890341784,0.573943661971831,1.0,39.4,55.527428,1.3279283242027424,-26.440496580336394,0.832465366306522
22,600030,中信证券,unknown,0.6279095494538349,0.0989522700814902,0.1301969365426696,0.5553121577217963,3.46,57.093996,0.4091381560472926,0.5460182246042824,0.3031569422448498
23,601211,国泰海通,unknown,0.5664192107838212,0.1854785478547855,0.850109409190372,0.5547045951859956,1.95,51.560281,0.5890692461451719,-0.478154123527424,0.2646501696326447
24,600519,贵州茅台,unknown,0.5530985209437503,-0.0493280866021713,0.0010952902519167,0.0010952902519167,10.57,89.759217,0.063360092771233,0.0147141829498314,0.2170822914486964
25,688082,盛美上海,unknown,0.5517413439743488,0.5928685258964144,0.8929845422116528,0.9381688466111772,0.77,45.637953,0.1306223283172973,-0.5766364866721703,0.8509752313490675
26,601688,华泰证券,unknown,0.5451056302351124,0.1524688008681496,0.5842450765864332,0.7975929978118161,2.61,56.348928,0.4148114461417231,0.3179454018320375,0.3419462449332311
27,600160,巨化股份,unknown,0.5368246154009281,0.3412539364443172,0.5673603504928806,1.0,5.58,34.387847,0.0374793152196148,0.4592621601067577,0.5793149938273916
28,600460,士兰微,unknown,0.5015848797954728,0.375840889148874,0.7702407002188184,0.6816192560175055,1.73,19.788227,0.1731228962367648,0.405689077490849,0.607365472224584
29,300014,亿纬锂能,unknown,0.48984761031989105,0.0643885461161208,0.4792122538293216,0.4431072210065646,3.35,14.038297,0.6161017748273183,0.313489123781199,0.5919845204731294
30,300033,同花顺,unknown,0.48524235827035583,0.0627237088801773,0.6308871851040526,0.9671772428884028,2.67,84.988113,0.4080630395873801,1.1258475463877566,0.5612671887748965
