symbol,name,industry,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d,momentum_20d_score,momentum_20d_weighted_score,turnover_change_score,turnover_change_weighted_score,pe_percentile_score,pe_percentile_weighted_score,pb_percentile_score,pb_percentile_weighted_score,roe_score,roe_weighted_score,gross_margin_score,gross_margin_weighted_score,revenue_growth_yoy_score,revenue_growth_yoy_weighted_score,net_profit_growth_yoy_score,net_profit_growth_yoy_weighted_score,volatility_60d_score,volatility_60d_weighted_score,composite_score,rank
002558,巨人网络,unknown,-0.0425693652603571,0.1598440789858919,0.3417305585980285,0.8030634573304157,6.81,95.377689,2.217004406829204,2.105778080960714,0.5045540373433941,-0.11697465052623707,-0.01754619757893556,0.47445346657331444,0.03795627732586516,0.36453917646283046,0.043744701175539656,-1.1116164880647117,-0.11116164880647117,0.8238615213950845,0.12357922820926268,2.715228431895679,0.3258274118274815,6.048134238712746,0.6048134238712746,0.8043677505273832,0.08043677505273833,-0.5463788287696351,-0.04371030630157081,1.0439396647751842,1
688111,金山办公,unknown,-0.1219124480313035,-0.1192932258692704,0.0021881838074398,0.0021881838074398,15.7,86.593651,0.2395402490296936,4.449659523721703,0.4566819134499833,-0.7144487255295291,-0.10716730882942936,-0.8881395341063721,-0.07105116272850977,1.3227418280783663,0.15872901936940395,1.0701535842780208,0.10701535842780208,2.9176626541553774,0.4376493981233066,2.3284432969091213,0.27941319562909456,0.20897897753625333,0.020897897753625334,1.7878485772552593,0.17878485772552594,-0.28614870036257567,-0.022891896029006053,0.9813793594418134,2
300308,中际旭创,unknown,0.1985452881976213,-0.1170849797482549,0.9890470974808324,0.9967141292442496,17.54,46.058133,1.921169094232574,2.6228365713294144,0.6096266855938051,1.6986814786971198,0.25480222180456796,-0.8773601052878734,-0.07018880842302988,-1.4622149197663568,-0.1754657903719628,-1.63916585116606,-0.163916585116606,3.3510253183037397,0.502653797745561,0.543553955426308,0.06522647465115695,5.1745769025774315,0.5174576902577431,1.0213228841349373,0.10213228841349374,-1.1175477371547045,-0.08940381897237636,0.9432974699885476,3
002709,天赐材料,unknown,0.0182777463727152,0.3122137340982567,0.5207877461706784,0.5312157721796276,8.84,38.65346,0.9129078266885278,10.057510118643863,0.6149833607352907,0.34121994527164806,0.05118299179074721,1.2182373391009012,0.09745898712807209,-0.14076762663869827,-0.01689211519664379,-0.3710403168356919,-0.03710403168356919,1.3019735910805057,0.19529603866207584,0.21750602099839322,0.026100722519807187,2.1973325051003654,0.21973325051003656,4.140874391036941,0.4140874391036941,-1.1466663169571683,-0.09173330535657347,0.8581299774776465,4
600519,贵州茅台,unknown,-0.0493280866021713,0.1055863181839034,0.0010952902519167,0.0010952902519167,10.57,89.759217,0.063360092771233,0.0147141829498314,0.2170822914486964,-0.16786958226922358,-0.025180437340383537,0.20959726922734043,0.016767781538187233,1.3258260189793742,0.1590991222775249,1.0731308799075983,0.10731308799075984,1.7094287046547811,0.25641430569821716,2.467831795981969,0.2961398155178363,-0.3112546167233035,-0.03112546167233035,-0.07303211007907603,-0.007303211007907604,1.0163011457838982,0.08130409166271185,0.8534290946646157,5
601066,中信建投,unknown,0.2832962138084631,0.3056215043330403,0.2286652078774617,0.4978118161925601,4.02,60.636339,0.6226498155531204,0.9902937757158304,0.3861629408649641,2.336878018541579,0.35053170278123685,1.1860577415311067,0.09488461932248854,0.6836142813981292,0.0820337137677755,-0.28004018999965363,-0.028004018999965366,0.1667518295614267,0.025012774434214003,1.1854721000850443,0.14225665201020532,1.340244104213265,0.13402441042132648,0.3363161645086281,0.033631616450862815,0.09718840270377369,0.007775072216301895,0.842146542404446,6
002466,天齐锂业,unknown,-0.0802459877006149,0.1663081794168373,0.968236582694414,0.5962800875273523,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5221983178102712,-0.4006894288734208,-0.060103414331013114,0.5060076080287783,0.04048060864230227,-1.4034867846929988,-0.16841841416315986,-0.5482906087303177,-0.05482906087303177,0.2350535538022012,0.03525803307033018,1.274405920683291,0.1529287104819949,2.4083877504885933,0.24083877504885934,7.050225757656965,0.7050225757656965,-0.6422921285799571,-0.05138337028639657,0.8397944433555818,7
600221,海航控股,unknown,-0.0529801324503311,-0.1765949260135159,0.664841182913472,0.3008752735229759,28.1,11.865639,0.0495465135840258,5.336286241065985,0.2943084193456718,-0.1953704385353969,-0.029305565780309534,-1.1678545495684165,-0.09342836396547333,-0.5472923944129905,-0.06567508732955886,0.2564606474616739,0.02564606474616739,5.8381501734160794,0.8757225260124119,-0.9620347507378774,-0.11544417008854528,-0.35204404558274527,-0.035204404558274525,2.1598726741505456,0.21598726741505458,0.5965043299217959,0.04772034639374367,0.8260186128452159,8
300059,东方财富,unknown,0.0518369401107194,0.5985324336873104,0.161925601750547,0.274617067833698,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.4147642090280993,0.5939294132709485,0.08908941199064227,2.6158859128957457,0.20927087303165967,0.8719562154439963,0.10463474585327955,0.3279940924565176,0.032799409245651764,0.15968613395031225,0.023952920092546837,2.289321056827966,0.27471852681935593,0.8108876676566943,0.08108876676566944,0.0788548592946588,0.00788548592946588,-0.05828645576019074,-0.004662916460815259,0.8187772232674561,9
000776,广发证券,unknown,0.2273684210526316,0.6271651951260673,0.0799561883899233,0.8107221006564551,3.32,53.447282,0.64334766481177,0.707328073430963,0.3752532689002741,1.9157271749295108,0.28735907623942664,2.7556551219838155,0.22045240975870525,1.1032772965961228,0.13239327559153474,-1.132480409521541,-0.11324804095215411,0.0018855986354194396,0.0002828397953129159,0.8689183258218806,0.10427019909862566,1.4013617507288765,0.14013617507288764,0.21758518360588225,0.021758518360588227,0.1564927557458777,0.012519420459670217,0.8059238734245973,10
